Binomial.1.2,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,Terrestrial,Marine,Freshwater,Aerial,Life.Habit.Method,Life.Habit.Source,Mass.g,Mass.Method,Mass.Source,Mass.Comparison,Mass.Comparison.Source,Island.Endemicity,IUCN.Status.1.2,Added.IUCN.Status.1.2,Diet.Plant,Diet.Vertebrate,Diet.Invertebrate,Diet.Method,Diet.Source
Presbytis_natunae,Primates,Cercopithecidae,Presbytis,natunae,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,4920,Reported,Biology Letters 3: 398-400 (2007),NA,NA,Occurs on large land bridge islands,VU,No,100,0,0,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Presbytis_potenziani,Primates,Cercopithecidae,Presbytis,potenziani,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,6450,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,EN,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Presbytis_rubicunda,Primates,Cercopithecidae,Presbytis,rubicunda,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,6300,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on large land bridge islands,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Presbytis_siamensis,Primates,Cercopithecidae,Presbytis,siamensis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,7e3,Assumed isometric based on head-body length,Journal of Biogeography 35: 1087-1094 (2008),Presbytis_femoralis,Journal of Biogeography 35: 1087-1094 (2008),Occurs on mainland,NT,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Presbytis_thomasi,Primates,Cercopithecidae,Presbytis,thomasi,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,6690,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on large land bridge islands,VU,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Priodontes_maximus,Cingulata,CingulataFam,Priodontes,maximus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,45359.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,VU,No,0,10,90,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Prionailurus_bengalensis,Carnivora,Felidae,Prionailurus,bengalensis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,3300,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,100,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Prionailurus_planiceps,Carnivora,Felidae,Prionailurus,planiceps,1,0,1,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,6750,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,EN,No,0,100,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Prionailurus_rubiginosus,Carnivora,Felidae,Prionailurus,rubiginosus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,1384.4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,NT,No,0,100,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Prionailurus_viverrinus,Carnivora,Felidae,Prionailurus,viverrinus,1,0,1,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,9140.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,VU,No,0,80,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Prionodon_linsang,Carnivora,Prionodontidae,Prionodon,linsang,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,700,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,70,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Prionodon_pardicolor,Carnivora,Prionodontidae,Prionodon,pardicolor,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,512,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,70,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Prionomys_batesi,Rodentia,Nesomyidae,Prionomys,batesi,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,12.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Procapra_gutturosa,Cetartiodactyla,Bovidae,Procapra,gutturosa,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,27750,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Procapra_picticaudata,Cetartiodactyla,Bovidae,Procapra,picticaudata,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,2e4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,NT,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Procapra_przewalskii,Cetartiodactyla,Bovidae,Procapra,przewalskii,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,27500,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,EN,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Procavia_capensis,Hyracoidea,Procaviidae,Procavia,capensis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,3030,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Procolobus_verus,Primates,Cercopithecidae,Procolobus,verus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,4e3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,NT,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Procoptodon_browneorum,Diprotodontia,Macropodidae,Procoptodon,browneorum,1,0,0,0,Imputed,PHYLACINE 1.2,5e4,Reported,Johnson C Australia's Mammal Extinctions. A 50000 year History (2007),NA,NA,Occurs on mainland,EP,Yes,100,0,0,Estimated Craniodental Genus,"Prideaux, G. J. 2004. Systematics and evolution of the sthenurine kangaroos. University of California Publications in Geological Sciences."
Procoptodon_gilli,Diprotodontia,Macropodidae,Procoptodon,gilli,1,0,0,0,Imputed,PHYLACINE 1.2,54e3,Reported,Johnson C Australia's Mammal Extinctions. A 50000 year History (2007),NA,NA,Occurs on mainland,EP,Yes,100,0,0,Estimated Craniodental Genus,"Prideaux, G. J. 2004. Systematics and evolution of the sthenurine kangaroos. University of California Publications in Geological Sciences."
Procoptodon_goliah,Diprotodontia,Macropodidae,Procoptodon,goliah,1,0,0,0,Imputed,PHYLACINE 1.2,232e3,Reported,Johnson C Australia's Mammal Extinctions. A 50000 year History (2007),NA,NA,Occurs on mainland,EP,Yes,100,0,0,Estimated Expert Species,"Prideaux, G. J., et al. 2009. Extinction implications of a chenopod browse diet for a giant Pleistocene kangaroo. PNAS 106:11646-11650."
Procoptodon_oreas,Diprotodontia,Macropodidae,Procoptodon,oreas,1,0,0,0,Imputed,PHYLACINE 1.2,1e5,Reported,"Webb, S. 2008. Megafauna demography and late Quaternary climatic change in Australia: a predisposition to extinction. Boreas 37:329-345.",NA,NA,Occurs on mainland,EP,Yes,100,0,0,Estimated Craniodental Genus,"Prideaux, G. J. 2004. Systematics and evolution of the sthenurine kangaroos. University of California Publications in Geological Sciences."
Procoptodon_rapha,Diprotodontia,Macropodidae,Procoptodon,rapha,1,0,0,0,Imputed,PHYLACINE 1.2,15e4,Reported,"Johnson, C. N., et al. 2004. Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: No evidence for environmental change as cause of extinction. Austral Ecology 29: 553-557.",NA,NA,Occurs on mainland,EP,Yes,100,0,0,Estimated Expert Species,"Prideaux, G. J. 2004. Systematics and evolution of the sthenurine kangaroos. University of California Publications in Geological Sciences."
Procyon_cancrivorus,Carnivora,Procyonidae,Procyon,cancrivorus,1,0,1,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,6949.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,20,30,50,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Procyon_lotor,Carnivora,Procyonidae,Procyon,lotor,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,6550,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 1 (2009)",NA,NA,Occurs on mainland,LC,No,29,52,19,Reported 000 Species,"Davis, M. 2017. What North America's skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116."
Procyon_pygmaeus,Carnivora,Procyonidae,Procyon,pygmaeus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,2500,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,CR,No,40,20,40,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Proechimys_brevicauda,Rodentia,Echimyidae,Proechimys,brevicauda,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,285,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Proechimys_canicollis,Rodentia,Echimyidae,Proechimys,canicollis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,285,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Proechimys_chrysaeolus,Rodentia,Echimyidae,Proechimys,chrysaeolus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,285,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,DD,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Proechimys_cuvieri,Rodentia,Echimyidae,Proechimys,cuvieri,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,330,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Proechimys_decumanus,Rodentia,Echimyidae,Proechimys,decumanus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,285,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,NT,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Proechimys_echinothrix,Rodentia,Echimyidae,Proechimys,echinothrix,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,309.6,Assumed isometric based on head-body length,Bulletin of the American Museum of Natural History 244: 1-306 (2000),Proechimys_brevicauda,Bulletin of the American Museum of Natural History 244: 1-306 (2000),Occurs on mainland,LC,No,100,0,0,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8."
Proechimys_gardneri,Rodentia,Echimyidae,Proechimys,gardneri,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,145,Reported,"Wilson, D. E., et al., editors. 2016. Handbook of the Mammals of the World: 6. Lagomorphs and Rodents I. First edition. Lynx Edicions, Barcelona.",NA,NA,Occurs on mainland,DD,No,100,0,0,Estimated Expert Species,"Wilson, D. E., et al., editors. 2016. Handbook of the Mammals of the World: 6. Lagomorphs and Rodents I. First edition. Lynx Edicions, Barcelona."
Proechimys_goeldii,Rodentia,Echimyidae,Proechimys,goeldii,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,285,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Proechimys_guairae,Rodentia,Echimyidae,Proechimys,guairae,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,400,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Proechimys_guyannensis,Rodentia,Echimyidae,Proechimys,guyannensis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,316,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Proechimys_hoplomyoides,Rodentia,Echimyidae,Proechimys,hoplomyoides,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,285,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,DD,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Proechimys_kulinae,Rodentia,Echimyidae,Proechimys,kulinae,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,149.5,Assumed isometric based on head-body length,Bulletin of the American Museum of Natural History 244: 1-306 (2000),Proechimys_brevicauda,Bulletin of the American Museum of Natural History 244: 1-306 (2000),Occurs on mainland,DD,No,100,0,0,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Proechimys_longicaudatus,Rodentia,Echimyidae,Proechimys,longicaudatus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,205,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Proechimys_mincae,Rodentia,Echimyidae,Proechimys,mincae,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,285,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,DD,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Proechimys_oconnelli,Rodentia,Echimyidae,Proechimys,oconnelli,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,285,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,DD,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Proechimys_pattoni,Rodentia,Echimyidae,Proechimys,pattoni,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,178.2,Assumed isometric based on head-body length,Bulletin of the American Museum of Natural History 244: 1-306 (2000),Proechimys_brevicauda,Bulletin of the American Museum of Natural History 244: 1-306 (2000),Occurs on mainland,LC,No,100,0,0,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Proechimys_quadruplicatus,Rodentia,Echimyidae,Proechimys,quadruplicatus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,285,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Proechimys_roberti,Rodentia,Echimyidae,Proechimys,roberti,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,285,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Proechimys_semispinosus,Rodentia,Echimyidae,Proechimys,semispinosus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,285,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Proechimys_simonsi,Rodentia,Echimyidae,Proechimys,simonsi,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,285,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Proechimys_steerei,Rodentia,Echimyidae,Proechimys,steerei,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,323,Assumed isometric based on head-body length,"Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000)",Proechimys_brevicauda,"Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000)",Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Proechimys_trinitatis,Rodentia,Echimyidae,Proechimys,trinitatis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,319,Assumed isometric based on head-body length,Bulletin of the American Museum of Natural History 5: 203-234 (1893),Proechimys_brevicauda,"Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000)",Occurs on mainland,DD,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Proedromys_bedfordi,Rodentia,Cricetidae,Proedromys,bedfordi,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,101.6,Imputed,PHYLACINE 1.2,NA,NA,Occurs on mainland,VU,No,100,0,0,Imputed 000 Species,PHYLACINE 1.2
Proedromys_liangshanensis,Rodentia,Cricetidae,Proedromys,liangshanensis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,210.5,Assumed isometric based on head-body length,Journal of Mammalogy 88: 1170-1178 (2007),Proedromys_bedfordi,Journal of Mammalogy 88: 1170-1178 (2007),Occurs on mainland,DD,No,99,1,0,Imputed 000 Species,PHYLACINE 1.2
Prolagus_sardus,Lagomorpha,Prolagidae,Prolagus,sardus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,350,Reported,Philosophical Transactions fo the Royal Society of London Series B 366: 2564-2576 (2011),NA,NA,Occurs only on isolated islands,EX,No,100,0,0,Estimated Isotopes Species,"Goude, G., et al. 2017. New insights into Mesolithic human diet in the Mediterranean from stable isotope analysis: the sites of Campu Stefanu and Torre d'Aquila, Corsica. International Journal of Osteoarchaeology 27:707-714."
Prolemur_simus,Primates,Lemuridae,Prolemur,simus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,2350,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,CR,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Prometheomys_schaposchnikowi,Rodentia,Cricetidae,Prometheomys,schaposchnikowi,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,75,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,NT,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Promops_centralis,Chiroptera,Molossidae,Promops,centralis,0,0,0,1,Taxonomic,PHYLACINE 1.2,26.4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Promops_davisoni,Chiroptera,Molossidae,Promops,davisoni,0,0,0,1,Taxonomic,PHYLACINE 1.2,50,Reported,"Flores, M. G., et al. 2015. Distribution of Promops davisoni Thomas, 1921 (Chiroptera: Molossidae) in Peru with a new record and southward range extension. Check List 11:1573.",NA,NA,Occurs on mainland,DD,No,0,0,100,Estimated Expert Family,"Ferrarezzi, H., et al. 1996. Systematic Patterns and the Evolution of Feeding Habits in Chiroptera (Archonta: Mammalia). Journal of Comparative Biology 1:75-94."
Promops_nasutus,Chiroptera,Molossidae,Promops,nasutus,0,0,0,1,Taxonomic,PHYLACINE 1.2,15.2,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Pronolagus_crassicaudatus,Lagomorpha,Leporidae,Pronolagus,crassicaudatus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,2089,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Pronolagus_randensis,Lagomorpha,Leporidae,Pronolagus,randensis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,2335,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
